Date,Open,High,Low,Close,Adj Close,Volume
18/03/2004,112.6999969,113.2699966,111.9300003,113.0699997,77.12077332,60014300
19/03/2004,112.4100037,112.5699997,111.0400009,111.0599976,76.0153656,48636200
22/03/2004,110.5400009,110.5699997,109.0999985,109.6500015,75.05026245,62752100
23/03/2004,110.25,110.4000015,109.3600006,109.4599991,74.92024231,54080200
24/03/2004,109.5800018,110.1399994,108.8499985,109.5500031,74.98183441,51584300
25/03/2004,110.0800018,111.3000031,109.7900009,111,75.97428894,49873600
26/03/2004,110.9599991,111.7900009,110.8000031,111.0299988,75.99482727,37409500
29/03/2004,111.6299973,112.7399979,111.5800018,112.5899963,77.0626297,44113600
30/03/2004,112.3000031,113.0699997,112.2200012,112.9700012,77.32272339,39059900
31/03/2004,112.9899979,113.4000015,112.3799973,113.0999985,77.4116745,48517600
01/04/2004,113.0699997,113.8700027,113.0500031,113.7799988,77.87709808,45103800
02/04/2004,114.8099976,114.8399963,113.9000015,114.6399994,78.46572876,50987700
05/04/2004,114.4599991,115.3799973,114.4400024,115.2699966,78.89691925,30251800
06/04/2004,114.8300018,115.1800003,114.6200027,114.9000015,78.64367676,28420900
07/04/2004,114.9499969,114.9800034,114.1100006,114.6299973,78.45886993,45890500
08/04/2004,115.4100037,115.4100037,113.7399979,114.3700027,78.28091431,46929700
12/04/2004,114.5800018,115.0800018,114.5699997,114.8199997,78.58894348,23085200
13/04/2004,115.2600021,115.3000031,113.0199966,113.2099991,77.48694611,56210300
14/04/2004,112.6100006,113.6399994,112.5500031,113.3899994,77.61012268,62322300
15/04/2004,113.4499969,113.7799988,112.3600006,112.9599991,77.31581879,61602500
16/04/2004,113.3799973,114.0500031,112.9800034,113.8300018,77.91131592,47059200
19/04/2004,113.5500031,113.9899979,113.2699966,113.8300018,77.91131592,28277600
20/04/2004,114.0800018,114.3199997,111.7799988,111.9199982,76.60400391,53299400
21/04/2004,112.1999969,112.9499969,111.8700027,112.6699982,77.11735535,50177300
22/04/2004,112.4800034,114.6699982,112.4400024,114.25,78.19876862,62071500
23/04/2004,114.4199982,114.5699997,113.7900009,114.3600006,78.27406311,29395700
26/04/2004,114.5,114.9400024,113.5999985,114.1999969,78.16455841,35515200
27/04/2004,114.2300034,115.1200027,113.9599991,114.3000031,78.23298645,43485500
28/04/2004,113.8899994,114.0100021,112.5,112.8199997,77.22001648,50165800
29/04/2004,112.7200012,113.3199997,111.1600037,111.8300018,76.54236603,69687600
30/04/2004,112.1699982,112.3799973,110.9000015,110.9599991,75.94693756,48681400
03/05/2004,111.3700027,112.2900009,111.3499985,112.1500015,76.7614212,33758000
04/05/2004,112.25,113.2600021,111.6600037,112.0599976,76.69983673,51185100
05/05/2004,112.4100037,112.9599991,112.1600037,112.7799988,77.19262695,34405000
06/05/2004,112.0199966,112.5899963,111,111.8099976,76.52870941,54997000
07/05/2004,111.2200012,112.2300034,109.9599991,109.9599991,75.26249695,60950000
10/05/2004,109.4400024,109.75,108.3600006,108.8300018,74.48904419,75279400
11/05/2004,109.4599991,110.0500031,109.3300018,109.75,75.11873627,48300600
12/05/2004,109.5699997,110.5400009,108.0599976,110.4499969,75.59783936,90830500
13/05/2004,109.7600021,110.8099976,109.6299973,109.9899979,75.28299713,57393700
14/05/2004,109.9499969,110.7399979,109.2699966,110.0400009,75.31726074,54123100
17/05/2004,108.8899994,109.5,108.4100037,109.0999985,74.67382813,55020400
18/05/2004,109.4899979,109.9400024,109.3300018,109.6500015,75.05026245,30193100
19/05/2004,110.5,111.1800003,109.1500015,109.2699966,74.79019165,54804100
20/05/2004,109.4499969,109.8700027,109.0400009,109.6200027,75.02979279,38082900
21/05/2004,109.9700012,110.5500031,109.4700012,109.8099976,75.15982056,47480400
24/05/2004,110.5299988,110.7600021,109.6800003,110.2699966,75.47464752,40961500
25/05/2004,109.9000015,111.9800034,109.5999985,111.8499985,76.55608368,48668000
26/05/2004,111.6600037,112.2900009,111.5100021,112.2399979,76.82301331,35977000
27/05/2004,112.5400009,113.0299988,112.0599976,112.8700027,77.2542572,45306900
28/05/2004,112.7300034,112.8799973,112.3600006,112.8600006,77.24739075,23367200
01/06/2004,112.4599991,112.8600006,111.8700027,112.7099991,77.14470673,41044700
02/06/2004,113.0299988,113.4800034,112.4599991,113.1299973,77.43218994,39774200
03/06/2004,112.8099976,113.1900024,112.0699997,112.0899963,76.72035217,38688300
04/06/2004,112.9800034,113.5800018,112.7099991,112.9800034,77.32953644,32739500
07/06/2004,113.4300003,114.8099976,113.4199982,114.6999969,78.50679016,31643800
08/06/2004,114.3700027,114.9199982,114.1699982,114.8600006,78.61631012,32846500
09/06/2004,114.5100021,114.6999969,113.7200012,113.7900009,77.88391113,36737600
10/06/2004,114.0400009,114.3499985,113.9300003,114.3499985,78.26725006,21711000
14/06/2004,113.8199997,113.8499985,112.8700027,113.2200012,77.49378204,34633000
15/06/2004,113.9000015,114.4499969,113.5100021,114.0199966,78.04133606,37445000
16/06/2004,114,114.1999969,113.6999969,114,78.02766418,26633400
17/06/2004,113.8499985,114.0699997,113.3300018,113.8300018,77.91131592,28402400
18/06/2004,113.2699966,114.2200012,113.1800003,113.6299973,78.05830383,31799800
21/06/2004,113.75,114.1399994,113.1299973,113.1999969,77.76290131,25284000
22/06/2004,113.1299973,113.8799973,112.6699982,113.7699966,78.15448761,37334000
23/06/2004,113.6100006,114.8399963,113.4199982,114.75,78.8276825,35580000
24/06/2004,114.5599976,114.9300003,114.2600021,114.3899994,78.58039093,35272100
25/06/2004,114.4100037,114.9400024,113.6800003,113.8399963,78.20257568,32837900
28/06/2004,114.5199966,114.6100006,113.4100037,113.4499969,77.93464661,40824500
29/06/2004,113.5299988,114.1699982,113.4199982,113.9199982,78.25756073,28418100
30/06/2004,114.0699997,114.7900009,113.6500015,114.5299988,78.6765976,52230600
01/07/2004,114.25,114.4000015,112.5800018,112.9400024,77.58433533,57734700
02/07/2004,113.1600037,113.2900009,112.5999985,112.8799973,77.54309845,34615100
06/07/2004,112.3700027,112.4499969,111.6299973,111.8899994,76.86302948,38698200
07/07/2004,111.8099976,112.5699997,111.75,112.2200012,77.08974457,29839800
08/07/2004,111.8099976,112.3199997,111.1999969,111.4400024,76.5539093,45291100
09/07/2004,111.7200012,111.9400024,111.3799973,111.7300034,76.75310516,27412900
12/07/2004,111.5199966,112.0400009,111,111.7799988,76.78747559,35691300
13/07/2004,111.9199982,112.0199966,111.5999985,111.8600006,76.84240723,26752000
14/07/2004,111.2600021,112.3899994,111.1200027,111.5199966,76.60887146,54089400
15/07/2004,111.7399979,111.9100037,110.6999969,110.8000031,76.11422729,38403500
16/07/2004,111.5699997,111.6699982,110.4400024,110.7099991,76.05242157,40871200
19/07/2004,110.75,110.9599991,109.9899979,110.2399979,75.72955322,39592800
20/07/2004,110.5299988,111.9000015,110.25,111.6399994,76.69127655,46679800
21/07/2004,111.8199997,112.0599976,109.4499969,109.5800018,75.27616882,56241100
22/07/2004,109.3600006,110.3899994,108.7699966,109.8799973,75.48223877,72477100
23/07/2004,109.6200027,109.7099991,108.6900024,108.9599991,74.85023499,49610500
26/07/2004,109.1900024,109.4300003,108.2099991,108.75,74.70598602,49679100
27/07/2004,109.0500031,110.1100006,108.9700012,109.7699966,75.40666962,51295100
28/07/2004,109.5500031,110.3700027,108.5899963,110.0999985,75.63339996,65862300
29/07/2004,110.5400009,110.8700027,110,110.5699997,75.95625305,52200500
30/07/2004,110.3199997,110.9000015,110.0999985,110.8399963,76.14173126,41581700
02/08/2004,110.1900024,111.3600006,110.0500031,111.0699997,76.29972839,38263100
03/08/2004,110.9300003,111.0599976,110.1600037,110.2099991,75.70893097,40948800
04/08/2004,109.8899994,110.75,109.6399994,110.1999969,75.70211029,40763200
05/08/2004,110.2900009,110.3799973,108.2699966,108.4000015,74.46557617,50772000
06/08/2004,107.6299973,107.9599991,106.6200027,106.8499985,73.40081024,74729000
09/08/2004,107.0199966,107.4800034,106.8700027,107,73.50382233,37476300
10/08/2004,107.3099976,108.4100037,107.2600021,108.3799973,74.451828,55870600
11/08/2004,107.6800003,108.3300018,107.0999985,108.1600037,74.30065918,52933200
12/08/2004,107.6800003,107.9499969,106.6299973,106.9800034,73.49008942,50015900
13/08/2004,107.0999985,107.3499985,106.5899963,107.1900024,73.63435364,41634700
16/08/2004,107.1399994,108.6399994,107.0999985,108.3000031,74.39687347,45731900
17/08/2004,108.75,109.2799988,108.5299988,108.9100037,74.81593323,40701600
18/08/2004,108.5199966,110.1699982,108.4899979,110.0299988,75.58531189,43165400
19/08/2004,109.8099976,110.0199966,109.1800003,109.7099991,75.36547089,39881600
20/08/2004,109.6100006,110.6299973,109.5100021,110.4800034,75.89441681,44870900
23/08/2004,110.5500031,110.7699966,110.0500031,110.1999969,75.70211029,33745100
24/08/2004,110.6399994,110.7300034,109.8499985,110.3499985,75.80512238,30453100
25/08/2004,110.3300018,111.2699966,109.9000015,111.0999985,76.32034302,38551400
26/08/2004,110.9599991,111.3099976,110.8499985,111.0999985,76.32034302,26629500
27/08/2004,111.1999969,111.6299973,111.0500031,111.4499969,76.56080627,24902900
30/08/2004,111.2200012,111.3399963,110.4499969,110.5299988,75.92876434,26726500
31/08/2004,110.6600037,111.1600037,110.0999985,111.1100006,76.32719421,44125300
01/09/2004,110.9499969,111.6399994,110.4800034,111.3199997,76.47145081,52778300
02/09/2004,111.2399979,112.6999969,111.2399979,112.5800018,77.33702087,42736600
03/09/2004,112.3300018,112.8199997,112.0100021,112.1200027,77.02103424,30480500
07/09/2004,112.5400009,113.1299973,112.3199997,112.8600006,77.52939606,37338800
08/09/2004,112.6200027,113.0599976,112.3099976,112.5800018,77.33702087,32963100
09/09/2004,112.5699997,112.8799973,112.0299988,112.4800034,77.26831818,34314800
10/09/2004,112.5199966,113.2699966,112.0800018,113.0599976,77.66676331,27900600
13/09/2004,113.3099976,113.7399979,113.0100021,113.4300003,77.92095184,44398100
14/09/2004,113.3000031,113.6900024,113.1900024,113.6600037,78.07889557,28048900
15/09/2004,113.3000031,113.3600006,112.6800003,112.8000031,77.48813629,38295000
16/09/2004,112.8499985,113.3700027,112.8000031,113.1399994,77.72171783,23911700
17/09/2004,112.9499969,113.3600006,112.6900024,113.1500015,78.05216217,33683000
20/09/2004,112.6699982,112.9899979,112.2799988,112.4700012,77.58305359,37149400
21/09/2004,112.75,113.4700012,112.5400009,112.9599991,77.92107391,40920800
22/09/2004,112.5,112.5199966,111.4700012,111.5500031,76.94843292,49042100
23/09/2004,111.5999985,111.6999969,110.9499969,110.9499969,76.53455353,44068700
24/09/2004,111.1699982,111.7300034,111.1299973,111.4599991,76.88636017,34981100
27/09/2004,111.0999985,111.1999969,110.5800018,110.75,76.39655304,39355100
28/09/2004,110.9100037,111.5100021,110.4100037,111.2799988,76.76219177,41662900
29/09/2004,111.2099991,111.8499985,111,111.8399963,77.14847565,33325700
30/09/2004,111.5500031,111.9800034,111.2600021,111.7600021,77.09327698,43536700
01/10/2004,112.2600021,113.6500015,112.2099991,113.6500015,78.39706421,62824300
04/10/2004,114.0999985,114.4400024,113.8000031,113.8399963,78.52810669,33082400
05/10/2004,113.8499985,114.1600037,113.5400009,113.9000015,78.56952667,36910600
06/10/2004,113.7699966,114.6800003,113.6800003,114.6800003,79.10756683,42297800
07/10/2004,114.3799973,114.4000015,113.3600006,113.4499969,78.25906372,39388800
08/10/2004,113.1500015,113.7699966,112.3499985,112.5100021,77.61066437,51872600
11/10/2004,112.7799988,113.0199966,112.6399994,112.9700012,77.92796326,20229100
12/10/2004,112.1999969,112.8300018,111.9400024,112.5299988,77.6244812,41754700
13/10/2004,113,113.0699997,111.3199997,111.5400009,76.94155121,54212600
14/10/2004,111.6800003,111.9300003,110.5800018,110.6399994,76.32069397,64082200
15/10/2004,111.0199966,111.7399979,110.5699997,111.2600021,76.74840546,63482200
18/10/2004,110.8899994,111.9000015,110.6999969,111.6800003,77.03811646,43535100
19/10/2004,112.0199966,112.2300034,110.5899963,110.7399979,76.38967896,55851900
20/10/2004,110.3799973,110.8199997,109.75,110.5199966,76.2379303,57118500
21/10/2004,110.7900009,111.3199997,110.2099991,111.2399979,76.73461914,53218300
22/10/2004,111.1900024,111.25,109.8600006,109.9899979,75.87233734,48752400
25/10/2004,109.75,110.1200027,109.3499985,109.8600006,75.78266144,43990900
26/10/2004,110.1299973,111.5999985,109.8799973,111.5400009,76.94155121,54337400
27/10/2004,111.3799973,113.0999985,111.1200027,112.8799973,77.8658905,73896000
28/10/2004,112.7799988,113.5599976,112.4899979,113.2200012,78.10042572,54413300
29/10/2004,113.1200027,113.6399994,112.9000015,113.1999969,78.08660889,48820200
01/11/2004,113.5599976,113.8399963,113.1999969,113.5100021,78.30044556,36720900
02/11/2004,113.6699982,114.5699997,113.2200012,113.5500031,78.32804871,56210000
03/11/2004,115.0299988,115.3600006,114.2399979,114.9800034,79.31450653,76960200
04/11/2004,114.7799988,116.6699982,114.6800003,116.5500031,80.39751434,55350300
05/11/2004,117.0500031,117.6399994,116.4899979,117.2799988,80.90103912,63287200
08/11/2004,116.9800034,117.2300034,116.7200012,117.1100006,80.78375244,33863800
09/11/2004,117.0800018,117.5,116.7600021,116.8799973,80.62515259,44658100
10/11/2004,117.0599976,117.5500031,116.7600021,116.9700012,80.68721771,45265400
11/11/2004,117.1800003,118.1200027,117.0999985,117.8600006,81.30116272,37863200
12/11/2004,117.9700012,119,117.6800003,118.7900009,81.94265747,55583700
15/11/2004,118.5,118.7699966,118.2300034,118.7300034,82.14399719,35297900
16/11/2004,118.3600006,118.4100037,117.7300034,117.8799973,81.55592346,40028700
17/11/2004,118.3700027,119.1399994,118.0699997,118.5800018,82.0402298,54494000
18/11/2004,118.5299988,118.8000031,118.2300034,118.7399979,82.15091705,31854300
19/11/2004,118.6999969,118.7200012,117.1399994,117.4199982,81.23766327,54276500
22/11/2004,117.1699982,118.1200027,117.0299988,117.9800034,81.6251297,37560200
23/11/2004,117.9300003,118.2600021,117.3700027,118.1600037,81.74967194,41968800
24/11/2004,118.2699966,118.5899963,118.0500031,118.4400024,81.94335938,29724800
26/11/2004,118.5100021,118.9800034,118.3000031,118.3499985,81.88110352,15487700
29/11/2004,118.7900009,119.0100021,117.4800034,117.8099976,81.50749207,61460800
30/11/2004,118,118.2399979,117.6399994,117.8899994,81.56281281,53685200
01/12/2004,118.1600037,119.5,118.0999985,119.2300034,82.48994446,49898300
02/12/2004,119.0999985,119.8700027,119.0100021,119.3300018,82.55909729,60163500
03/12/2004,119.3099976,120.1399994,119.0899963,119.25,82.50376129,49067900
06/12/2004,119.2099991,119.6399994,118.8399963,119.2099991,82.47608948,33030500
07/12/2004,119.4899979,119.6200027,118.0400009,118.0999985,81.70814514,52047200
08/12/2004,118.2099991,118.8199997,118.0100021,118.7900009,82.18554688,43895100
09/12/2004,118.1399994,119.4599991,117.7300034,119.2099991,82.47608948,60922800
10/12/2004,118.9199982,119.5599976,118.8499985,119.3300018,82.55909729,47828600
13/12/2004,119.7600021,120.4000015,119.3499985,120.3700027,83.27864075,38541000
14/12/2004,120.1800003,120.9599991,120.1800003,120.7900009,83.56919861,41500700
15/12/2004,120.6999969,121.1100006,120.3099976,120.8799973,83.63148499,46699200
16/12/2004,120.7200012,121.2399979,120.0400009,120.8099976,83.5830307,51641800
17/12/2004,119.4599991,119.9700012,119.1600037,119.4400024,83.02555084,70761900
20/12/2004,119.75,120.2900009,119.1699982,119.4700012,83.04641724,47187400
21/12/2004,119.5999985,120.4800034,119.4599991,120.3899994,83.68592834,33094200
22/12/2004,120.3799973,121.0800018,120.3000031,120.6800003,83.88751221,31500700
23/12/2004,120.8700027,121.2799988,120.6600037,120.7699966,83.95010376,25646100
27/12/2004,121.1999969,121.3600006,120.3899994,120.5199966,83.77631378,29944100
28/12/2004,120.6399994,121.3300018,120.5999985,121.1800003,84.23509216,23422900
29/12/2004,121.0800018,121.4000015,120.9499969,121.3600006,84.36022949,22650600
30/12/2004,121.4000015,121.5699997,121.0400009,121.1299973,84.20032501,21076900
31/12/2004,121.3000031,121.6600037,120.8000031,120.8700027,84.01959229,28648800
03/01/2005,121.5599976,121.7600021,119.9000015,120.3000031,83.6233902,55748000
04/01/2005,120.4599991,120.5400009,118.4400024,118.8300018,82.6015625,69167600
05/01/2005,118.7399979,119.25,118,118.0100021,82.03157043,65667300
06/01/2005,118.4400024,119.1500015,118.2600021,118.6100006,82.44858551,47814700
07/01/2005,118.9700012,119.2300034,118.1299973,118.4400024,82.33045197,55847700
10/01/2005,118.3399963,119.4599991,118.3399963,119,82.71972656,56563300
11/01/2005,118.6399994,118.7399979,117.9899979,118.1800003,82.14971161,63099700
12/01/2005,118.4000015,118.8399963,117.5199966,118.5699997,82.42079163,72720500
13/01/2005,118.6399994,118.7300034,117.5,117.6200027,81.76042175,55537500
14/01/2005,117.9700012,118.5299988,117.7600021,118.2399979,82.19142914,42032500
18/01/2005,118.0500031,119.6200027,117.9499969,119.4700012,83.04641724,57391700
19/01/2005,119.4300003,119.5199966,118.2099991,118.2200012,82.17752838,54378900
20/01/2005,117.8899994,118.1999969,117.2900009,117.5,81.67703247,72049300
21/01/2005,117.7900009,118,116.6500015,116.7799988,81.17654419,63160400
24/01/2005,117.0899963,117.3399963,116.3700027,116.5500031,81.0166626,58441900
25/01/2005,116.9100037,117.4700012,116.7200012,116.8799973,81.24603271,68245000
26/01/2005,117.3199997,117.5999985,117.0400009,117.2300034,81.48933411,57195100
27/01/2005,117.1900024,117.75,116.9800034,117.4300003,81.62837982,55878800
28/01/2005,117.4899979,117.5500031,116.6100006,117.4300003,81.62837982,60738900
31/01/2005,117.9499969,118.25,117.7099991,118.1600037,82.13581085,52532700
01/02/2005,118.25,119.0800018,118.0999985,118.9100037,82.65717316,49841200
02/02/2005,119.0599976,119.5899963,118.9000015,119.2699966,82.90739441,52468900
03/02/2005,119.0599976,119.1600037,118.5699997,118.9599991,82.69192505,48837100
04/02/2005,119,120.4300003,118.9800034,120.2300034,83.57472229,50024600
07/02/2005,120.25,120.5199966,119.9599991,120.0699997,83.46348572,45412000
08/02/2005,120.1699982,120.6500015,120.0699997,120.2099991,83.56083679,39263500
09/02/2005,120.4199982,120.4899979,119.25,119.3099976,82.93520355,55279400
10/02/2005,119.6600037,120.0199966,119.2600021,119.7399979,83.23409271,45858600
11/02/2005,119.6999969,121.0400009,119.4599991,120.7699966,83.95010376,53133000
14/02/2005,120.6900024,120.8600006,120.4800034,120.6800003,83.88751221,32432100
15/02/2005,120.8000031,121.4300003,120.6800003,121.1299973,84.20032501,43852700
16/02/2005,120.9300003,121.4599991,120.6699982,121.2099991,84.2559433,55523000
17/02/2005,121.2300034,121.3300018,120.2200012,120.2300034,83.57472229,58124000
18/02/2005,120.2399979,120.4800034,119.9000015,120.3899994,83.68592834,47723300
22/02/2005,119.9000015,120.4700012,118.5800018,118.5999985,82.44166565,80697600
23/02/2005,118.9300003,119.5699997,118.6200027,119.4499969,83.03251648,68292600
24/02/2005,119.2399979,120.3199997,118.9800034,120.2399979,83.58167267,68563600
25/02/2005,120.2699966,121.6699982,120.1800003,121.4300003,84.40885162,60899900
28/02/2005,121.1500015,121.3000031,120.0400009,120.6299973,83.85274506,69381300
01/03/2005,120.8199997,121.5199966,120.7799988,121.2300034,84.2698288,47294400
02/03/2005,120.7600021,121.9300003,120.6500015,121.1699982,84.22813416,64226500
03/03/2005,121.6600037,121.9000015,120.6999969,121.2200012,84.26288605,61230800
04/03/2005,122.0500031,122.8300018,121.7900009,122.7300034,85.31253815,56168500
07/03/2005,122.6600037,123.25,122.4000015,122.7900009,85.35424805,43442400
08/03/2005,122.6699982,123,122.1100006,122.3300018,85.03450012,44362000
09/03/2005,121.9700012,122.2900009,120.9599991,120.9700012,84.08911133,73263600
10/03/2005,121.1999969,121.5,120.4000015,121.2399979,84.27679443,65149000
11/03/2005,121.3099976,121.7200012,120.1600037,120.3899994,83.68592834,57976500
14/03/2005,120.6100006,121.1600037,120.2799988,121.1399994,84.20729065,36336400
15/03/2005,121.4199982,121.4599991,120.0800018,120.1399994,83.51216888,62438500
16/03/2005,119.6999969,120.1600037,118.9000015,119.1200027,82.80314636,74874200
17/03/2005,119.3099976,119.7399979,118.9800034,119.3600006,82.96994781,62584200
18/03/2005,119.1100006,119.5299988,118.1500015,118.5400009,82.72360992,60232000
21/03/2005,118.7099991,118.7799988,117.7600021,118.0999985,82.41657257,61244300
22/03/2005,118.3700027,118.9300003,116.9000015,116.9000015,81.57913971,92472400
23/03/2005,116.9499969,117.7200012,116.75,117,81.64893341,70817300
24/03/2005,117.4599991,117.9899979,117.0599976,117.1399994,81.74660492,51932500
28/03/2005,117.4199982,117.9400024,117.3099976,117.3099976,81.86528015,46765500
29/03/2005,117.1399994,117.9000015,116.25,116.5299988,81.32093811,71160300
30/03/2005,116.7799988,118.1999969,116.7699966,118.1800003,82.47237396,62002100
31/03/2005,118.1900024,118.4599991,117.8700027,117.9599991,82.31886292,64575400
01/04/2005,118.6299973,118.9899979,116.9100037,117.4300003,81.94901276,95255300
04/04/2005,117.3600006,117.8600006,116.7399979,117.6299973,82.08853912,71581200
05/04/2005,117.7799988,118.3799973,117.6699982,118.1900024,82.47935486,46853900
06/04/2005,118.4499969,118.9499969,118.1800003,118.5999985,82.76548004,53268200
07/04/2005,118.4100037,119.2600021,118.3199997,119.2399979,83.21212006,46734600
08/04/2005,119.1699982,119.2099991,118,118,82.3467865,63772900
11/04/2005,118.2900009,118.4199982,117.8300018,118.0899963,82.40960693,44945000
12/04/2005,117.8899994,119.0599976,117.0699997,118.6999969,82.83525848,86144800
13/04/2005,118.5599976,118.8000031,117.1299973,117.3000031,81.858284,65949000
14/04/2005,117.4000015,117.5,115.7699966,115.7699966,80.79055023,96119800
15/04/2005,115.7399979,116.1999969,114.0999985,114.1500015,79.66003418,128677300
18/04/2005,114.1200027,114.9599991,113.9599991,114.5,79.90427399,100035200
19/04/2005,115.0999985,115.5299988,114.8300018,115.4100037,80.53932953,64930100
20/04/2005,115.3799973,115.6299973,113.5500031,113.8000031,79.41577911,107735900
21/04/2005,114.7900009,116.2099991,114.3799973,116.0100021,80.95803833,86952200
22/04/2005,115.7399979,116.5,114.2699966,115.5699997,80.65100861,88845800
25/04/2005,115.8600006,116.5,115.7200012,116.3300018,81.18135834,52284100
26/04/2005,115.9599991,116.7699966,115.1500015,115.1999969,80.39278412,72626000
27/04/2005,114.8600006,116.0699997,114.4400024,115.6500015,80.70681763,84131900
28/04/2005,115.2699966,115.6800003,114.1999969,114.1999969,79.69493866,72481500
29/04/2005,115.0699997,115.8700027,113.9700012,115.75,80.77658081,103993800
02/05/2005,116.0699997,116.4100037,115.5199966,116.4000015,81.23023987,56026400
03/05/2005,116.0699997,116.8499985,115.6900024,116.5999985,81.36978149,86000300
04/05/2005,116.6500015,117.75,116.2799988,117.5,81.99783325,81055700
05/05/2005,117.6699982,118,116.7399979,117.4599991,81.96990967,96906700
06/05/2005,117.9300003,117.9899979,117.0599976,117.0899963,81.71172333,67415400
09/05/2005,117.2099991,118.0800018,117.0500031,117.8199997,82.22115326,43750500
10/05/2005,117.3600006,117.5,116.3899994,116.5999985,81.36978149,74613500
11/05/2005,116.9300003,117.4000015,115.8499985,117.2399979,81.81642151,91647400
12/05/2005,117.3199997,117.5899963,115.9499969,115.9499969,80.91615295,95086800
13/05/2005,116.3000031,116.6200027,114.8000031,115.7200012,80.75566864,85267000
16/05/2005,115.6999969,116.8399963,115.6600037,116.8000031,81.50938416,49207000
